"elmis_title","amharic","sector","sub_sector","professional_formal","subsector_isco4","candidate_pool_size","n_from_nel","n_from_isco_group","stage1_best_score","original_decision","retry_decision","retry_selected_index","retry_selected_label","retry_selected_uri","retry_selected_isco4","retry_pick_source","retry_confidence","retry_rationale","llm_provider","llm_model","raw_response"
"Property, Planning, Inspection & Receiving Officer","ንብረት፣ እቅድ፣ ቁጥጥር እና መቀበያ ኦፊሰር","Service","Estimating the cost of housing sales and collecting rental income","P","3334","13","5","8","0.8286","no_match","match","6","housing manager","http://data.europa.eu/esco/occupation/dd935705-d703-40ba-9ba7-2a8a2b7651b4","3334","isco_group","high","The ESCO housing manager role explicitly includes collecting rental fees (receiving) and inspecting properties, aligning perfectly with the ELMIS title and sub-sector description.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""high"", ""rationale"": ""The ESCO housing manager role explicitly includes collecting rental fees (receiving) and inspecting properties, aligning perfectly with the ELMIS title and sub-sector description.""}"
"Protection Specialist - Legal","ጥበቃ ስፔሻሊስት - ህጋዊ","Service","Consulting service around social science","P","2632","15","5","10","0.8242","no_match","match","1","legal policy officer","http://data.europa.eu/esco/occupation/5d601b40-7e0e-404e-bbff-bb98e147437c","2422","nel","medium","The ELMIS title 'Protection Specialist - Legal' in a social science consulting context aligns best with 'legal policy officer', as both roles involve the professional analysis and implementation of legal frameworks and regulations.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title 'Protection Specialist - Legal' in a social science consulting context aligns best with 'legal policy officer', as both roles involve the professional analysis and implementation of legal frameworks and regulations.""}"
"Psychometrics evaluation & skill identification expert","የሳይኮሜትሪክስ ግምገማ እና የክህሎት መለያ ባለሙያ","Service","Research and experimental development work in psychology","P","2634","11","5","6","0.7607","no_match","match","7","psychologist","http://data.europa.eu/esco/occupation/52ded7d7-11df-42e3-b90a-d7f4b70fb4b9","2634","isco_group","medium","Psychometrics is a specialized field of psychology, making Candidate 7 (Psychologist) the most appropriate general professional match within the specified ISCO group and research-focused sub-sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 7, ""confidence"": ""medium"", ""rationale"": ""Psychometrics is a specialized field of psychology, making Candidate 7 (Psychologist) the most appropriate general professional match within the specified ISCO group and research-focused sub-sector.""}"
"Psychometrics expert","ሳይኮሜትሪክስ ባለሙያ","Service","Research and experimental development work in psychology","P","2634","9","5","4","0.7823","no_match","match","3","psychologist","http://data.europa.eu/esco/occupation/52ded7d7-11df-42e3-b90a-d7f4b70fb4b9","2634","nel","medium","Psychometrics is a core sub-discipline of psychology focused on measurement; 'Psychologist' is the broad professional equivalent that encompasses researchers in this psychology sub-sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 3, ""confidence"": ""medium"", ""rationale"": ""Psychometrics is a core sub-discipline of psychology focused on measurement; 'Psychologist' is the broad professional equivalent that encompasses researchers in this psychology sub-sector.""}"
"Publicist/ writer","ጸሃፊ/አደባባይ","Service","Advertising","P","2431","25","5","20","0.8261","no_match","match","6","advertising copywriter","http://data.europa.eu/esco/occupation/b1ab3572-fa2f-4624-8eac-3c3d986d237b","2431","isco_group","high","The role of 'advertising copywriter' specifically addresses the writing and content creation functions described by the ELMIS title within the advertising sub-sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""high"", ""rationale"": ""The role of 'advertising copywriter' specifically addresses the writing and content creation functions described by the ELMIS title within the advertising sub-sector.""}"
"Python coder for trading bot","የ Python ኮድ ለንግድ ቦቶች","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.6962","no_match","match","9","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","high","A Python coder is a software developer who implements software systems using programming languages, fitting exactly within the ICT professional class.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""high"", ""rationale"": ""A Python coder is a software developer who implements software systems using programming languages, fitting exactly within the ICT professional class.""}"
"Python two factor authentication","Python ባለ ሁለት ደረጃ ማረጋገጫ","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.6485","no_match","match","9","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","high","The title refers to implementing a specific security feature (2FA) using a programming language (Python), which is a core duty of a software developer.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""high"", ""rationale"": ""The title refers to implementing a specific security feature (2FA) using a programming language (Python), which is a core duty of a software developer.""}"
"QA specialist","የ QA ስፔሻሊስት","Service","Quality Management Consulting Service","P","2421","11","5","6","0.7797","no_match","no_match","","","","","","medium","None of the candidates accurately reflect the role of a Quality Assurance (QA) specialist; the list is missing standard ESCO equivalents like Quality Manager or Quality Management Systems Auditor, even within the provided ISCO group.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""medium"", ""rationale"": ""None of the candidates accurately reflect the role of a Quality Assurance (QA) specialist; the list is missing standard ESCO equivalents like Quality Manager or Quality Management Systems Auditor, even within the provided ISCO group.""}"
"Qaulity Assurance Officer","የቃሊቲ ማረጋገጫ ኦፊሰር","Service","Quality Management Consulting Service","P","2421","11","5","6","0.7552","no_match","no_match","","","","","","high","None of the candidate occupations specifically match the role of a Quality Assurance Officer, which is a distinct professional role in the ESCO framework (typically Quality Manager or Quality Assurance Manager) not present in this list.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidate occupations specifically match the role of a Quality Assurance Officer, which is a distinct professional role in the ESCO framework (typically Quality Manager or Quality Assurance Manager) not present in this list.""}"
"Qualitative and quantitative data collectors","የጥራት እና የቁጥር መረጃ ሰብሳቢዎች","Service","Research and Experimental Development Works on Economics and Development","P","2631","11","5","6","0.7727","no_match","no_match","","","","","","high","None of the candidate occupations focus on the primary task of qualitative and quantitative data collection; the candidates are focused on analysis, policy development, or systems design, while data collector is a distinct role typically associated with field work or enumerator tasks.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidate occupations focus on the primary task of qualitative and quantitative data collection; the candidates are focused on analysis, policy development, or systems design, while data collector is a distinct role typically associated with field work or enumerator tasks.""}"
