"informal work in eng","Profession in Amharic","professional/ formal","sector","sub sector","nel_model_label","n_matches","best_score","best_confidence","m1_label","m1_uri","m1_score","m1_confidence","m2_label","m2_uri","m2_score","m2_confidence","m3_label","m3_uri","m3_score","m3_confidence","m4_label","m4_uri","m4_score","m4_confidence","m5_label","m5_uri","m5_score","m5_confidence"
"Junior Anesthetist Professional","ጁኒየር ማደንዘዣ ባለሙ","P","Health","Health","minilm","5","0.8237","low_similarity","anaesthetic technician","http://data.europa.eu/esco/occupation/16e65196-3449-4c88-b379-0aa98f43db2b","0.8237","low_similarity","specialised doctor","http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac","0.8043","low_similarity","first aid instructor","http://data.europa.eu/esco/occupation/b560456a-bc4d-41a9-94c8-bf8636147246","0.7909","low_similarity","doctors' surgery assistant","http://data.europa.eu/esco/occupation/0c041d1e-1841-4acb-b0a1-2c387a61bf65","0.7859","low_similarity","physiologist","http://data.europa.eu/esco/occupation/25829508-63f3-41c3-affc-ddbb5c077930","0.7850","low_similarity"
"junior architect","ጁኒየር አርክቴክት","P","Construction","Building Construction Contractor","minilm","5","0.9022","high_confidence","architect","http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b","0.9022","high_confidence","interior architect","http://data.europa.eu/esco/occupation/efa81635-9125-4276-8902-9deb12170ea7","0.8559","high_confidence","landscape architect","http://data.europa.eu/esco/occupation/52207284-2681-40d3-a317-ec81ca1b3e41","0.8179","low_similarity","naval architect","http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88","0.8158","low_similarity","house builder","http://data.europa.eu/esco/occupation/59cc9783-7289-4e1d-b80b-93c1776f49cc","0.8044","low_similarity"
"Junior Architect and Draftsman","ጁኒየር አርክቴክት እና ንድፍ አውጪ","P","Construction","Building Construction Contractor","minilm","5","0.8494","low_similarity","architectural drafter","http://data.europa.eu/esco/occupation/364cb5ca-3002-425f-b815-aefa513df78a","0.8494","low_similarity","architect","http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b","0.8485","low_similarity","mechanical engineering drafter","http://data.europa.eu/esco/occupation/38240cc5-d1d9-4de9-9480-29c51da291eb","0.8348","low_similarity","aerospace engineering drafter","http://data.europa.eu/esco/occupation/1c9937fe-5eaa-4f7e-ba31-77e6e7db022c","0.8238","low_similarity","drafter","http://data.europa.eu/esco/occupation/a4869ae9-2dfe-48cc-bd97-f803880f3407","0.8154","low_similarity"
"Junior Architect/Civil Engineer","ጁኒየር አርክቴክት / ሲቪል መሐንዲስ","P","Construction","Building Construction Contractor","minilm","5","0.8803","high_confidence","civil engineer","http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360","0.8803","high_confidence","civil engineering worker","http://data.europa.eu/esco/occupation/47300afa-5496-484c-8f65-14247a98b2b8","0.8512","high_confidence","architect","http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b","0.8433","low_similarity","construction engineer","http://data.europa.eu/esco/occupation/2a914d26-42aa-46b5-acf3-097d51ba4617","0.8428","low_similarity","interior architect","http://data.europa.eu/esco/occupation/efa81635-9125-4276-8902-9deb12170ea7","0.8184","low_similarity"
"Junior architect/model maker","ጁኒየር አርክቴክት/ሞዴል ሰሪ","P","Construction","Building Construction Contractor","minilm","5","0.8574","high_confidence","model maker","http://data.europa.eu/esco/occupation/3cbbdb83-7c36-4ae5-8c45-6c284186f477","0.8574","high_confidence","architect","http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b","0.8183","low_similarity","recreation model maker","http://data.europa.eu/esco/occupation/6f8f1da1-9160-4b9f-ba30-e3396d3b2f92","0.7931","low_similarity","software architect","http://data.europa.eu/esco/occupation/d0aa0792-4345-474b-9365-686cf4869d2e","0.7798","low_similarity","art model","http://data.europa.eu/esco/occupation/d0341f2c-f797-4306-b847-411dee1058a9","0.7786","low_similarity"
"Junior Assembly Technician","የጁኒየር መሰብሰቢያ ቴክኒሻን","P","Manufacturing","Manufacture of motor vehicle parts, trailers and semi-trailers","minilm","5","0.8464","low_similarity","production engineering technician","http://data.europa.eu/esco/occupation/11833a96-fc27-4b03-a53d-892ac891a2bb","0.8464","low_similarity","industrial engineering technician","http://data.europa.eu/esco/occupation/bcc21c63-7eee-4520-8fa7-43eefd389668","0.8447","low_similarity","construction equipment technician","http://data.europa.eu/esco/occupation/b0480558-269d-4903-9bc7-f390cd6a6964","0.8418","low_similarity","mechanical engineering technician","http://data.europa.eu/esco/occupation/b31e404e-9af6-457d-a58a-208f612eeba3","0.8388","low_similarity","lift technician","http://data.europa.eu/esco/occupation/f8d1bcf9-9ca1-408f-a713-7bdf28c400fd","0.8348","low_similarity"
"Junior Asset and Facility Management Officer","የጁኒየር ንብረት እና ፋሲሊቲ አስተዳደር ኦፊሰር","P","Service","General maintenance","minilm","5","0.8462","low_similarity","facilities manager","http://data.europa.eu/esco/occupation/b42c5ed4-c6e4-4694-934f-96127719cc43","0.8462","low_similarity","manufacturing facility manager","http://data.europa.eu/esco/occupation/680831bb-64fc-4fc8-ae58-c450327d9700","0.8169","low_similarity","human resources officer","http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb","0.7990","low_similarity","recreational facilities manager","http://data.europa.eu/esco/occupation/771955d9-e988-47f3-b60f-207adb2cd571","0.7987","low_similarity","asset manager","http://data.europa.eu/esco/occupation/e20eee17-4876-4f21-a0cb-5d7f40c63cd8","0.7940","low_similarity"
"Junior Asset Liabilities & Operational Risk Management Officer","የጁኒየር ንብረት እዳዎች እና የተግባር ስጋት አስተዳደር ኦፊሰር","P","Service","Finance and Administration Services","minilm","5","0.8130","low_similarity","financial risk manager","http://data.europa.eu/esco/occupation/7a6ca615-a2bc-499d-8288-d186ce2594ea","0.8130","low_similarity","corporate risk manager","http://data.europa.eu/esco/occupation/b09acdda-6680-49d1-a411-129610ee3bc0","0.8046","low_similarity","accounting manager","http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b","0.7656","low_similarity","insurance risk consultant","http://data.europa.eu/esco/occupation/7bcafcd7-3f35-4a72-849c-c92b334927fd","0.7619","low_similarity","credit risk analyst","http://data.europa.eu/esco/occupation/b3ce981c-5b32-4de2-8e53-502a6357b2bc","0.7607","low_similarity"
"Junior Assistant","ጁኒየር ረዳት","P","Service","Other services","minilm","5","0.8601","high_confidence","executive assistant","http://data.europa.eu/esco/occupation/2a04a1df-a3b9-403e-a245-e7f93fdddd44","0.8601","high_confidence","administrative assistant","http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652","0.8475","low_similarity","secondary school teaching assistant","http://data.europa.eu/esco/occupation/79c2e54e-26e8-4cdc-a7f1-908e000bfb83","0.8392","low_similarity","early years teaching assistant","http://data.europa.eu/esco/occupation/4d27152a-a8ee-4f5a-9f93-a2fb4fb2b2e3","0.8353","low_similarity","primary school teaching assistant","http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e","0.8351","low_similarity"
"Junior Assistant Agent","የጁኒየር ረዳት ወኪል","P","Service","Other services","minilm","5","0.8371","low_similarity","executive assistant","http://data.europa.eu/esco/occupation/2a04a1df-a3b9-403e-a245-e7f93fdddd44","0.8371","low_similarity","employment agent","http://data.europa.eu/esco/occupation/42a96d07-1e1d-49ae-9399-c1f4be27ddea","0.8349","low_similarity","administrative assistant","http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652","0.8281","low_similarity","management assistant","http://data.europa.eu/esco/occupation/8cce40c1-4479-47e7-b5fc-c976631d919f","0.8118","low_similarity","human resources assistant","http://data.europa.eu/esco/occupation/d8ed1703-9c03-4ea0-83cc-b6169bc54ffd","0.7991","low_similarity"
"Junior Assistant Mechanic","ጁኒየር ረዳት መካኒክ","P","Service","Motor vehicle repair work","minilm","5","0.8156","low_similarity","bicycle mechanic","http://data.europa.eu/esco/occupation/336cf331-8082-4a0c-bf5f-e7c54706211c","0.8156","low_similarity","electrical mechanic","http://data.europa.eu/esco/occupation/5d009d45-3bb9-4e33-8760-294f59adec8c","0.8083","low_similarity","engineering assistant","http://data.europa.eu/esco/occupation/9581c837-fee7-4068-9618-1116fd93d723","0.8065","low_similarity","vehicle technician","http://data.europa.eu/esco/occupation/4ad4024e-d1d3-4dea-b6d1-2c7948111dce","0.8044","low_similarity","mechanical engineering technician","http://data.europa.eu/esco/occupation/b31e404e-9af6-457d-a58a-208f612eeba3","0.8028","low_similarity"
"Junior Assistant Physiotherapist","ጁኒየር ረዳት ፊዚዮቴራፒስት","P","Health","Health","minilm","5","0.9155","high_confidence","physiotherapy assistant","http://data.europa.eu/esco/occupation/f88124d7-ee7e-4d21-9036-0658b496c119","0.9155","high_confidence","advanced physiotherapist","http://data.europa.eu/esco/occupation/a317e9c2-62d5-4a24-8ad4-5cb7b9db3f3b","0.9038","high_confidence","physiotherapist","http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533","0.9027","high_confidence","animal physiotherapist","http://data.europa.eu/esco/occupation/5beafebe-9211-4b3a-adf1-6161097a3975","0.8315","low_similarity","occupational therapy assistant","http://data.europa.eu/esco/occupation/82cbe20d-967c-4161-9ecd-eafc724d171c","0.8124","low_similarity"
"Junior Associate","ጁኒየር ተባባሪ","P","Service","Other services","minilm","5","0.7978","low_similarity","executive assistant","http://data.europa.eu/esco/occupation/2a04a1df-a3b9-403e-a245-e7f93fdddd44","0.7978","low_similarity","administrative assistant","http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652","0.7890","low_similarity","admissions coordinator","http://data.europa.eu/esco/occupation/6e1b1bd7-9eec-4f10-bce7-94a27d9023e8","0.7799","low_similarity","youth worker","http://data.europa.eu/esco/occupation/b7507136-e71e-47e8-b873-e77d5cdf2922","0.7786","low_similarity","education administrator","http://data.europa.eu/esco/occupation/55b4faa3-286f-4fc8-ac67-8bbb97d08820","0.7745","low_similarity"
"Junior ATM and POS Engineer","ጁኒየር ኤቲኤም እና POS መሐንዲስ","P","ICT and digital work","Software Design Development and Implementation Works","minilm","5","0.8337","low_similarity","ATM repair technician","http://data.europa.eu/esco/occupation/490d0c6f-0dc8-4825-9f17-207749fb1785","0.8337","low_similarity","wastewater engineer","http://data.europa.eu/esco/occupation/9740933e-e04a-41f6-af1f-a6d58c7eb0ec","0.7705","low_similarity","liquid fuel engineer","http://data.europa.eu/esco/occupation/47dd863b-b124-4bb1-bb42-a9498492a8cb","0.7629","low_similarity","gas production engineer","http://data.europa.eu/esco/occupation/89860c2a-d217-432a-8636-84aa17f09c15","0.7624","low_similarity","logistics engineer","http://data.europa.eu/esco/occupation/c4071145-a774-4cf4-aefa-ae18a385cca4","0.7603","low_similarity"
"Junior Attorney","ጁኒየር ጠበቃ","P","Service","Other services","minilm","5","0.8521","high_confidence","corporate lawyer","http://data.europa.eu/esco/occupation/fdfce14e-992d-4ff4-9f9d-7a353c75654e","0.8521","high_confidence","lawyer","http://data.europa.eu/esco/occupation/974d4eab-fbee-4c52-b16e-73bdd8c25b53","0.8486","low_similarity","court administrator","http://data.europa.eu/esco/occupation/3f6fc9db-18c1-45e8-819e-baf7b6cfe372","0.8025","low_similarity","legal consultant","http://data.europa.eu/esco/occupation/31854d78-3615-43a4-aa3a-c597ecb20ceb","0.7946","low_similarity","prosecutor","http://data.europa.eu/esco/occupation/acf462a3-9c34-46cb-952a-c612c38299f4","0.7803","low_similarity"
"junior auditor","ጁኒየር ኦዲተር","P","Service","Accounting audit and adminstrative works","minilm","5","0.8643","high_confidence","financial auditor","http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21","0.8643","high_confidence","night auditor","http://data.europa.eu/esco/occupation/6e6e44ba-d9f0-403b-93d4-a8d4bd67787a","0.8172","low_similarity","IT auditor","http://data.europa.eu/esco/occupation/cdd3d773-75a4-4f35-bd1d-1ac720afcf9d","0.8052","low_similarity","audit supervisor","http://data.europa.eu/esco/occupation/cd4f41a5-87a6-4b3c-8ee3-14e6f457c365","0.7963","low_similarity","financial fraud examiner","http://data.europa.eu/esco/occupation/a04eedcf-8424-475a-8dc5-f30a9da4b151","0.7803","low_similarity"
"Junior Auto Electrician","ጁኒየር አውቶ ኤሌክትሪክ ባለሙያ","P","Service","Motor vehicle repair work","minilm","5","0.9258","high_confidence","automotive electrician","http://data.europa.eu/esco/occupation/6656337f-67eb-4f48-b1e4-ecccdfa44dd2","0.9258","high_confidence","domestic electrician","http://data.europa.eu/esco/occupation/5dbb9cf0-b226-402c-a295-2f42ef05ff8b","0.8959","high_confidence","electrician","http://data.europa.eu/esco/occupation/4910419f-b4af-4f59-b544-9dbebc8a74f0","0.8895","high_confidence","industrial electrician","http://data.europa.eu/esco/occupation/5df63943-f1bc-4438-90f1-92768a7a23c8","0.8858","high_confidence","electrical mechanic","http://data.europa.eu/esco/occupation/5d009d45-3bb9-4e33-8760-294f59adec8c","0.8466","low_similarity"
"Junior Auto Mechanic","ጁኒየር አውቶ መካኒክ","P","Service","Motor vehicle repair work","minilm","5","0.8321","low_similarity","bicycle mechanic","http://data.europa.eu/esco/occupation/336cf331-8082-4a0c-bf5f-e7c54706211c","0.8321","low_similarity","automotive engineering technician","http://data.europa.eu/esco/occupation/444c9aa9-578d-4a9a-9949-99ef1bacb20e","0.8302","low_similarity","vehicle technician","http://data.europa.eu/esco/occupation/4ad4024e-d1d3-4dea-b6d1-2c7948111dce","0.8248","low_similarity","automotive engineer","http://data.europa.eu/esco/occupation/8d410283-865d-4cbb-acae-ac7f69d9cf26","0.8080","low_similarity","electrical mechanic","http://data.europa.eu/esco/occupation/5d009d45-3bb9-4e33-8760-294f59adec8c","0.7993","low_similarity"
"Junior Automation and Drive Engineer","ጁኒየር አውቶሜሽን እና ድራይቭ መሐንዲስ","P","Manufacturing","Manufacture of electric oven","minilm","5","0.8728","high_confidence","automation engineer","http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827","0.8728","high_confidence","automation engineering technician","http://data.europa.eu/esco/occupation/5791a961-4717-4230-a245-a4082a675f04","0.8677","high_confidence","automotive engineering technician","http://data.europa.eu/esco/occupation/444c9aa9-578d-4a9a-9949-99ef1bacb20e","0.8259","low_similarity","automotive engineer","http://data.europa.eu/esco/occupation/8d410283-865d-4cbb-acae-ac7f69d9cf26","0.8132","low_similarity","electronics and automation vocational teacher","http://data.europa.eu/esco/occupation/591d1758-3036-407a-91f7-e0e1f5c9deea","0.8053","low_similarity"
"Junior Bank Reconciliation Accountant","የጁኒየር ባንክ ማስታረቅ አካውንታንት","P","Service","Accounting audit and adminstrative works","minilm","5","0.8357","low_similarity","public finance accountant","http://data.europa.eu/esco/occupation/78db356f-a96a-4456-ab29-2de62e52f830","0.8357","low_similarity","accountant","http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897","0.8314","low_similarity","bank treasurer","http://data.europa.eu/esco/occupation/b680251e-b3c7-4029-9849-66a95081801c","0.8259","low_similarity","bank account manager","http://data.europa.eu/esco/occupation/5e4d156a-1f05-4b2c-b0f0-5abb82d52ed6","0.8016","low_similarity","bank manager","http://data.europa.eu/esco/occupation/754ce08f-b4d9-4b9c-b9d2-06f15258a3ce","0.7999","low_similarity"
"Junior blockchain and cryptocurrency researcher","ጁኒየር blockchain እና cryptocurrency ተመራማሪ","P","ICT and digital work","General research and experimental development work","minilm","5","0.7809","low_similarity","blockchain developer","http://data.europa.eu/esco/occupation/24135b84-cbdd-4d42-9ed2-02fd982d15b2","0.7809","low_similarity","blockchain architect","http://data.europa.eu/esco/occupation/78faf623-2543-43a5-acb2-3c43a22d36e4","0.7593","low_similarity","commodity trader","http://data.europa.eu/esco/occupation/e4cdfa86-c3b1-41f1-a4e2-384c73d03bd3","0.7235","low_similarity","securities trader","http://data.europa.eu/esco/occupation/4bc4170d-f4df-44e4-a3be-394242ae3017","0.7218","low_similarity","financial trader","http://data.europa.eu/esco/occupation/60bc7374-9fa1-4bbd-b936-2676fca0bfb6","0.7175","low_similarity"
